ena\area1_055_001.wav|ここが素材にも見映えにもこだわってるっていうパンケーキの店ね
ena\voice_card_ev_night_20_2a_30_19.wav|あっ、このリボン付きのワンピ超かわいくない！？柄もいいし、シルエットも綺麗に見えそうだし
ena\voice_card_ev_night_20_2a_32_19.wav|いいかも！　ああでも……んー、迷う……！
ena\voice_card_ev_night_20_2a_35_19.wav|さっき小腹すいたってケバブ食べてたくせに、よく入るね
ena\voice_card_ev_night_20_2a_37_19.wav|はいはい
ena\voice_card_ev_night_20_2a_40_19.wav|……何？　こっちをじっと見て。まさか私のパフェまで食べる気？
ena\voice_card_ev_night_20_2a_43_19.wav|あのね……小学生じゃないんだから、そんなことで落ちこむわけないでしょ
ena\voice_card_ev_night_20_2a_45_19.wav|……学校で思い出して授業前までにやったからセーフ
ena\voice_card_ev_night_20_2a_48_19.wav|は？　急にどうしたの？
ena\voice_card_ev_night_20_2a_50_19.wav|退屈しのぎのネタになれってこと？
ena\voice_card_ev_night_20_2a_51_19.wav|今のところ、グチらなきゃいけないことなんてないから。残念でした
ena\voice_card_ev_night_20_2a_54_19.wav|そんなことより、さっき見つけたアクセサリーショップ！ご飯食べ終わったら、次そこね！
ena\voice_card_ev_night_20_2a_56_19.wav|そうだ。SNS用の写真も撮りたいから、あとでちょっと協力してよ
ena\voice_card_ev_night_04_20_3a_20_19.wav|ねえ、瑞希。それ、なんのドリンク持って来たの？なんか濁った色してるけど……
ena\voice_card_ev_night_04_20_3a_22_19.wav|いらない。見た感じ美味しそうじゃないし
ena\voice_card_ev_night_04_20_3a_30_19.wav|えっ、そうなんだ！？
ena\voice_card_ev_night_04_20_3b_02_19.wav|ちょっとAmia。くしゃみするなら、せめてマイクから離れてよね
ena\voice_card_ev_night_04_20_3b_04_19.wav|ったく……。風邪でもひいたの？
ena\voice_card_ev_night_04_20_3b_16_19.wav|は？　何それ。自業自得じゃん
ena\voice_card_ev_night_04_20_3b_18_19.wav|もう、また？
ena\voice_card_ev_night_04_20_3b_20_19.wav|それはせめてもの対応でしょ。ベストはミュート
ena\voice_card_ev_night_04_20_3b_22_19.wav|今のは間に合ったでしょ、ミュート
ena\voice_card_ev_night_04_20_3b_28_19.wav|それで治るんなら飲めば？
ena\voice_card_ev_night_04_20_3b_42_19.wav|げ……それ、ネギのつんとした臭いをずっとかいでないといけないっていうこと？
ena\voice_card_ev_night_04_20_3b_45_19.wav|Amia、大人しく薬飲んだら？そのほうが絶対簡単だし、効果もあるでしょ
ena\voice_card_ev_night_04_20_3b_53_19.wav|ちょっとAmia聞いてる？ほんとに、早く休みなさいよ？
ena\voice_sc_ev_shuffle_09_06_08_19.wav|えいっ……！あ、外れた……！　もう、全然当たんない……！！
ena\voice_sc_ev_shuffle_09_06_17_19.wav|ちょっと、それって私への当てつけ？
ena\voice_ev_night_05_01_87_19.wav|大丈夫じゃないから、ふらついてるんでしょ？ったく、本当に手のかかるヤツ……
ena\voice_card_ev_night_05_20_4b_35_19.wav|いらっしゃいって、なんで瑞希に歓迎されなきゃなんないわけ？
ena\voice_card_ev_night_05_20_4b_38_19.wav|えっ、嘘！？
ena\voice_card_ev_night_05_20_4b_40_19.wav|違うってば！　適当なこと言わないでよね、もう
ena\voice_ev_night_06_02_79_19.wav|白石さんって、瑞希のクラスメイトなんだよね。だったら、学校での瑞希がどんな感じか教えてくれない？
ena\voice_ev_night_06_08_14_19.wav|瑞希が暗い顔してると嫌なの。そういう顔見るたびモヤモヤしちゃうっていうか……
ena\voice_ev_night_06_08_15_19.wav|っていうか、瑞希だってそうでしょ
ena\voice_ev_night_06_08_17_19.wav|奏やまふゆが苦しそうな時、力になりたいって思うでしょ？
ena\voice_ev_night_06_08_20_19.wav|友達が何かに困ってたら、力になりたいのは当然でしょ
ena\voice_ev_night_06_08_35_19b.wav|——話すのがしんどいなら別に話さなくていいって言ってるの
ena\voice_ev_night_06_08_37_19.wav|でも、だからって諦めたわけじゃないから！
ena\voice_ev_night_06_08_38_19.wav|瑞希が暗い顔してるのが嫌なのは変わらないし、力になりたいのも変わらない。だから……
ena\voice_card_ev_night_07_20_4a_16_19.wav|そうだよ、K！だって今、意識を失って倒れたって……
ena\voice_card_ev_night_07_20_4a_27_19.wav|そういえばその子、雪と同じ学校の子じゃなかったっけ？
ena\voice_card_ev_night_07_20_4a_30_19.wav|覚えてないの？
ena\voice_card_ev_night_07_20_4a_40_19.wav|何を？
ena\voice_card_ev_night_07_20_4a_42_19.wav|何それ……
ena\voice_card_ev_night_07_20_4a_45_19.wav|そうそう！　倒れたあとどうなっちゃったの？
ena\voice_card_ev_night_07_20_4a_47_19.wav|えっ、それだけ！？
ena\voice_ev_night_07_08_66_19.wav|えっ！？　うわ、もう６時じゃん！やばっ、空がちょっと明るい……
ena\voice_ev_night_07_08b_68_19.wav|うるさい！
ena\voice_ev_night_06_08_12_19.wav|関係なくない！
ena\voice_card_ev_night_07_20_4b_15_19.wav|あ、このフルーツパフェ美味しそう……！でも……ちょっとクリームの量、多そう……
ena\voice_card_ev_night_07_20_4b_17_19.wav|別にいいでしょ。けど……今日はサラダセットにしておこうかな
ena\voice_card_ev_night_07_20_4b_19_19.wav|そ、そういうわけじゃないけど。ちょっとクリームの量がね……
ena\voice_card_ev_night_07_20_4b_21_19.wav|なに、その顔……
ena\voice_card_ev_night_07_20_4b_23_19.wav|～～～っ！　もう、わかってるし！写真映えもしそうだし、美味しそうだけど……っ！
ena\voice_card_ev_night_07_20_4b_26_19.wav|……もう。半分欲しいなら最初からそう言えばいいじゃない
ena\voice_card_ev_night_07_20_4b_31_19.wav|瑞希。フライドポテト、今日も頼むでしょ？
ena\voice_card_ev_shuffle_17_20_4b_30_19.wav|えっ！？　結構ちゃんとした蝶じゃん。羽の線もあるし、色も入ってる！
ena\voice_card_ev_shuffle_17_20_4b_44_19.wav|はいはい。私達のも蝶なの？
ena\voice_card_ev_shuffle_17_20_4b_48_19.wav|えっ、すごっ！　花びら立体的だし、羽もちゃんとふわっと曲線になってるし！
ena\voice_card_ev_shuffle_17_20_4b_54_19.wav|うん！　私のはなんだろ
ena\voice_card_ev_shuffle_17_20_4b_55_19.wav|……って、ん？これ……パンケーキ？
ena\voice_card_ev_shuffle_17_20_4b_58_19.wav|た、たしかにすごいけど……
ena\voice_card_ev_shuffle_17_20_4b_58_19_2.wav|他のみんなのはザ・アートって感じなのに、私のだけおもしろさを狙った感じがあるような……
ena\voice_card_ev_shuffle_17_20_4b_60_19.wav|あ、その顔！　絶対狙ったでしょ！
ena\voice_card_ev_shuffle_17_20_4b_62_19.wav|こら、ミクを盾にしないの！
ena\voice_card_ev_night_08_20_2a_42_19.wav|ごめん！　みんなおまたせ！
ena\voice_card_ev_night_08_20_2a_44_19.wav|ううん。ちょっとオフラインで作業してたんだけど、つい集中しちゃってて……
ena\voice_ev_night__01_12_19.wav|お疲れさま。ちゃんといるよ
ena\voice_ev_night__01_15_19.wav|あ……その前にちょっといい？
ena\voice_ev_night__01_17_19.wav|その、次の曲のラフ画、ちょっと行き詰まってて。見てもらってもいい？
ena\voice_card_ev_night_08_20_2b_10_19.wav|え、モデル！？　ファッション雑誌！？
ena\voice_card_ev_night_08_20_2b_11_19.wav|——って……！
ena\voice_card_ev_night_08_20_2b_14_19.wav|……もう、最悪。やめてよね、そういう冗談
ena\voice_card_ev_night_08_20_2b_17_19.wav|はあ？　ナンパなら無視してたけど、ヘアモデルとか言われたら、普通は興味持つでしょ
ena\voice_card_ev_night_08_20_2b_22_19.wav|ふーん？　奏とまふゆは興味持たないって最初から思ってたんだ？
ena\voice_card_ev_night_08_20_2b_23_19.wav|なのにあんな嘘をついたっていうことは、最初から私だけはめるつもりだった、ってことであってる？
ena\voice_card_ev_night_08_20_2b_25_19.wav|こら！　待ちなさい、瑞希！
ena\voice_card_ev_night_08_20_2b_28_19.wav|ちょっと、まふゆ！聞こえてるんだけど！？
ena\voice_card_ev_night_08_20_2b_32_19.wav|乾杯！
ena\voice_card_ev_night_08_20_2b_34_19.wav|え、いいの？
ena\voice_card_ev_night_08_20_2b_36_19.wav|いる。大きいパフェ頼んじゃおうかな
ena\voice_card_ev_night_08_20_2b_40_19.wav|え？　なんでわかったの？
ena\voice_card_ev_night_08_20_2b_42_19.wav|うそ！？　うわ……本当にちょっとだけ飛んでる。片づける時についちゃったのかな……
ena\voice_card_ev_night_08_20_2b_44_19.wav|だね……
ena\voice_card_ev_night_08_20_2b_46_19.wav|うん。足りてない表現力を鍛えるには描いて描いて描きまくるしかないしね
ena\voice_card_ev_night_08_20_2b_47_19.wav|時間はかかっちゃうかもしれないけど、根気よく続けていくつもり
ena\voice_card_ev_night_08_20_2b_50_19.wav|は？　いきなり何？
ena\voice_card_ev_night_08_20_2b_53_19.wav|あんたには聞いてないから
ena\voice_ev_night_09_06_80_19.wav|気に入ったならいいけど、……私はちょっと休みたいかも
ena\voice_card_ev_night_09_20_4a_04_19.wav|……うん。そうしよ
ena\voice_card_ev_night_09_20_4a_12_19.wav|……何考えてるかわからないのはいつものことだけど、今日は特に、ぼーっとしてない？
ena\voice_card_ev_night_09_20_4a_16_19.wav|……ていうか、まふゆ遅くない？
ena\voice_card_ev_night_09_20_4a_18_19.wav|並ぶって……。ほんの２、３人でしょ。ほら、そこ——
ena\voice_card_ev_night_09_20_4a_22_19.wav|はあ？　……まったく、本当に今日はぼーっとしてるんだから
ena\voice_card_ev_night_09_20_4a_33_19.wav|え、探すって……
ena\voice_card_ev_night_09_20_4a_38_19.wav|……は？　高２のくせに何やってんの？
ena\voice_card_ev_night_09_20_4a_41_19.wav|たくもう……。３人で探しに行こっか
ena\voice_card_ev_night_09_20_4a_44_19.wav|私も。ていうか、待ってるだけだとイライラしそうだし
ena\voice_card_ev_night_10_20_4b_05_19.wav|もう、声大きい。びっくりしたじゃない
ena\voice_card_ev_night_10_20_4b_09_19.wav|何？　絵コンテの話？
ena\voice_card_ev_night_10_20_4b_11_19.wav|は？　何それ
ena\voice_card_ev_night_10_20_4b_16_19.wav|え？　Amiaのお姉さんに私達の写真を送る？
ena\voice_card_ev_night_10_20_4b_19_19.wav|ふーん……。まあ、そういうことなら私は別にいいけど
ena\voice_card_ev_night_10_20_4b_28_19.wav|え？　……あ、本当だ。って、写ってるパフェ、ほとんど中身ないじゃん
ena\voice_card_ev_night_10_20_4b_29_19.wav|これあれでしょ？　期間限定デラックスパフェ。映えもあったし、食べる前の写真にすればいいのに
ena\voice_card_ev_night_10_20_4b_32_19.wav|はいはい。見てみるから、ちょっと待って
ena\voice_card_ev_night_10_20_4b_37_19.wav|たしかに。言葉の壁とかもあっただろうし。相当、大変だったんじゃない？
ena\voice_card_bd_202208_20_4a_10_19.wav|みんな、ちょっと話したいことがあるんだけど、いつもより１時間くらい早く集まれない？
ena\voice_card_bd_202208_20_4a_14_19.wav|遅い！
ena\voice_card_bd_202208_20_4a_17_19.wav|誰のせいでイライラしてると思ってんの？１時間前にきてって言ったでしょ
ena\voice_card_bd_202208_20_4a_19_19.wav|ぴったりすぎ！！
ena\voice_card_bd_202208_20_4a_21_19.wav|げっ！　もう、文句はいったんあと！カウントダウンしなきゃ！
ena\voice_card_bd_202208_20_4a_26_19.wav|３、２、１……！
ena\voice_card_bd_202208_20_4a_27_19.wav|Amia、誕生日おめでとう！
ena\voice_card_bd_202208_20_4a_33_19.wav|あ、じゃあもうちょっとだけ雪もつきあってくれない？あっちにも行かなくちゃ
ena\voice_card_bd_202208_20_4a_35_19.wav|そう！——はい、みんな。Untitled再生して！
ena\voice_card_bd_202208_20_4a_41_19.wav|ふふ、まあね。瑞希、こういうサプライズとか好きでしょ
ena\voice_card_bd_202208_20_4a_44_19.wav|まあ、満足かな。あと２分で日付が変わるのに誰かさんが全然来ないから、ヒヤヒヤしたけど
ena\voice_card_bd_202208_20_4a_49_19.wav|あ、そうそう！欲しい物とか具体的にありそうだなって思って、プレゼントはまだ買ってないの
ena\voice_card_bd_202208_20_4a_57_19.wav|……ちょっと、瑞希？
ena\voice_card_bd_202208_20_4a_60_19.wav|ストップストップ！欲しい物ありすぎだし、遠慮なさすぎ！！
ena\voice_card_bd_202208_20_4a_64_19.wav|ほら、奏が本気にしちゃってるでしょ！——ていうか、私だって本気出せば起きられるし！
ena\voice_card_bd_202208_20_4b_90_19.wav|誕生日おめでと、瑞希。学校でのパーティー、楽しめた？まあ、彰人に聞けばわかるんだろうけど……
ena\voice_card_bd_202208_20_4b_91_19.wav|こういうのはやっぱり本人に聞かなきゃね。よかったら、どんな感じだったのか教えてよ。じゃあ、ナイトコードで待ってるからね！
ena\voice_card_21_night_02b_01_19.wav|あ、あのー、ミク？
ena\voice_card_21_night_02b_04_19.wav|えっと、久しぶり……
ena\voice_card_21_night_02b_05_19.wav|……な、なんかポカンとされてない？私達だけでここに来るのって、やっぱりまずかった？
ena\voice_card_21_night_02b_10_19.wav|……こっちを見てるってことは話を聞いてくれる感じ？
ena\voice_card_21_night_02b_13_19.wav|えーっと……ファミレスって、わかる？
ena\voice_card_21_night_02b_14_19.wav|えーと、簡単に言うと、ご飯を食べるお店。４人で会って、ご飯を食べながら話すようになって、少しは仲良くなったんだ
ena\voice_card_21_night_02b_18_19.wav|あ、それは思う。たまに違う顔が出てるもんね
